MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE/2L/PLTUB/IMORICH COOKIE CREAM ,2,LTR,2L,PLTUB
NATURE'S BEAUTY CREATIONS LTD,MISUMI,"MISUMI/65/GM/CDBOX/ KIYO,  BEAUTY SOAP ",65,GM,65GM,CDBOX 
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/1500/ML/PLBTL/CREAM SODA ,10000,10000,1500,PLBTL
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/1500/ML/PLBTL/ORANGY,10000,10000,1500,PLBTL
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/750/ML/PET/CREAM SODA,750,ML,750ML,PET
RELIANCE BEVERAGES (PVT) LTD,EDNA,EDNA/750/ML/PET/ORANGY,750,ML,750ML,PET
LAKMEE EXPORTS,LAKMEE,LAKMEE/50/GM/PLPCH/BUDDY CUTTLEFISH FLAVOUR ,50,GM,50GM ,PLPCH 
LAWANGAA FOODS PVT LTD,LAWANGAA,LAWANGAA/40/GM/PLPCH/CHICKEN FLAVOUR ,40,GM,40GM ,PLPCH 
JS PRODUCTS,PRITE ,PRITE/750/ML/PBT,750,ML,750ML ,PBT
JS PRODUCTS,PRITE ,PRITE/330/ML/PBT,330,ML,330ML ,PBT
CEYLON DAIRY LAND AGRO (PVT) LTD ,PURELAND ,PURELAND/180/ML/PBT/VANILLA FLAVOURED DRINKING YOGHURT ,180,ML,180ML ,PBT 
CEYLON DAIRY LAND AGRO (PVT) LTD ,PURELAND ,PURELAND/75/GM/PLCUP/SET YOGHURT ,75,GM,75GM ,PLCUP 
CEYLON DAIRY LAND AGRO (PVT) LTD ,PURELAND ,PURELAND/180/ML/PBT/STRAWBERRY FLAVOURED DRINKING YOGHURT ,180,ML,180ML ,PBT 
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE RS. 40/=,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/SAVE RS. 40/=,1500,ML,1500ML,PBT
UNILEVER SRI LANKA LTD,VIM,VIM/500ML/PLBOT/LIME FRESH FREE SPONGE ,500,ML,500ML,PLBOT 
SUJAYA PRODUCTS,SUJAYA,SUJAYA/250/GM/PLPCH/CHILLI POWDER/SUJAYA PRODUCTS,10000,10000,250 GM,PLPCH 
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/APPLE BURST,10000,10000,250 ML,TIN
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/GRAPE BURST ,10000,10000,250 ML,TIN
SEWWANDI FOOD PRODUCTS,SEWWANDI,SEWWANDI/50G/POCH PACK /ROASTED CURRY POWDER ,50,GM,50G,POCH 
NATURE'S BEAUTY CREATIONS LTD,KINGDO,KINGDO/110G*3/LEMON /SAVE70/-,110,GM,110G*3,POCH 
SAHASRI INDRUSTRIES,SAHASRI,SAHASRI /70G/POCH PACK /DADAYAM SOYA/,70,GM,70G,POCH 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY / 100 / ML / PLBOT / KOKUM BABY CREAM / SAVE RS.40,10000,10000,100 ML,PLBOT
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY / 50 / ML / PLBOT / RATHMAL BABY CREAM / SAVE RS.15,10000,10000,50 ML,PLBOT
UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE/PBT/200/ML/ ALOE FRESH SERUM IN LOTION SAVE RS 140,200,ML,200ML,PBT
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/200/ML/HEALTHY BRIGHT IN 2 WEEKS SERUM IN LOTION SAVE RS 265,200,ML,200ML,PBT
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA ORANGE/1500/ML/PBT/SAVE 40,1500,ML,1500ML,PBT
LITTLE LION ASSOCIATES (PVT) LTD,LITTLE LION,LITTLE LION MADEIRA CAKE PERFECTLY BAKED FOR A TIMELESS CLASSIC TASTE 300GM,300,GM,300GM,CDBOX
DHANAYURU DISTRIBUTORS,DHANAYURU ,DHANAYURU SOYA MEAT 50GM,50,GM,50GM,PLPCH
QUALITY CHEMICALS PVT  (LTD ],QC PAINT ,QC PAINT/1/LTR/PLTUB/QC PAINT DOES IT ALL AURA EMULSION INTERIOR COLORS,1,LTR,1LTR ,PLTUB 
QUALITY CHEMICALS PVT  (LTD ],QC PAINT ,QC PAINT/1/LTR/PLTUB/QC PAINT DOES IT ALL AURA EMULSION INTERIOR BRILLIANT WHITE ,1,LTR,1LTR,PLTUB
WEERASINGHE TEA,WST,WST/THALAWAKELE /100/GM/PLPCH,100,GM,100GM,PLPCH
DILUNA PVT LTD,DILUNA,DILUNA/PLPCH/50/G/CHILI POWDER,50,GM,50G,PLPCH
PRIME MILK PRODUCTS,PRIME,PRIME YODRINK VANILLA FLAVOURED DRINKING YOGHURT 180 ML,10000,10000,180 ML,PLBOT
PRIME DAIRY PRODUCTS,PRIME,PRIME SET YOGHURT 75 GM ,10000,10000,75 GM,PLCUP
HILLLAND PRODUCTS,HILLLAND CHOCOLATE,HILLLAND /60ML/PLPCH/CHOCOLATE POP,60,ML,60ML,PLPCH 
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM,PLPCH
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/50/GM/PLPCH/CURRY POWDER,50,GM,50GM,PLPCH
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/100/GM/PLPCH/CHILLI POWDER,100,GM,100GM,PLPCH
I M G FOOD PRODUCTS(PVT)LFD,I M G FOOD PRODUCTS ,I M G FOOD PRODUCTS \50\G\POUCH\ CHICKEN MASALA POWER MIX,50,GM,50G ,POUCH 
MACKSONS PAINT LANKA,MULTILAC,MULTILAC\500\ML\PLBOT\WOOD STAIN,500,ML,500ML,PLBOT
WIMAL MARKETING SERVICE,SMASH MIXED FRUIT,SMASH/200/ML/PBT/MIXED FRUIT NECTAR ,200,ML,200ML,PBT
WIMAL MARKETING SERVICE,SMASH MANGO,SMASH/190/ML/GBT/MANGO NECTAR,190,ML,190ML,GBT
THE SWADEHI INDUSTRIAL WORKS PLC,RANI,RANI SANDALWOOD 70*5 (350)GM,350,GM,350GM,CDBOX
ASIAN CAUSEWAY PAINTS,CAUSEWAY,CAUSEWAY/500/ML/TIN/POLYURETHANE VARNISH STAIN,500,ML,500ML ,TIN
ST SUPER AGENCIES,ST SUPER MANGO,ST SUPER / 200 / ML / PLBOT / MANGO DRINK ,10000,10000,200 ML,PLBOT
ST SUPER AGENCIES,ST SUPER WOODAPPLE,ST SUPER / 500 / ML / PLBOT / WOODAPPLE DRINK,10000,10000,500 ML,PLBOT
ST SUPER AGENCIES,ST SUPER ALOE VERA,ST SUPER / 500 / ML / PLBOT / ALOE VERA DRINK,10000,10000,500 ML,PLBOT
ST SUPER AGENCIES,ST SUPER ALOE VERA,ST SUPER / 200 / ML / PLBOT / ALOE VERA DRINK,10000,10000,200 ML,PLBOT
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PBT/ORIGINAL TASTE SAVE RS 40,1500,ML,1500ML,PBT
NILANKA DAIRY PRODUCTS,NILANKA,NILANKA/180/ML/PLBT/VANILLA FLAVOURED DRINKING YOGHURT,180,ML,180ML,PLBT
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING,KIST/250/ML/CAN/KIST SPARKLINS GREEN APPLE FLAVORED DRINK ,250,ML,250ML,CAN
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING ,KIST/250/ML/CAN/ KIST SPARKLING STRAWBERRY FLAVORED DRINK ,250,ML,250ML,CAN
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING ,KIST/250/ML/CAN/KIST SPARKLING ORANGE FLAVORED DRINK  ORANGE FLAVORED DRINK ,250,ML,250ML,CAN
MASTER LANKA PRODUCT,MASTER LANKA,MASTER LANKA / 80 / GM / PLPCH / WINE BISCUIT,10000,10000,80 GM,PLPCH
MASTER LANKA PRODUCT,MASTER LANKA,MASTER LANKA / 80 / GM / PLPCH / JEM BISCUIT,10000,10000,80 GM,PLPCH
NATIONL LIVESTOCK DEVELOPMENT BOARD,NLDB,NLDB/90G/CUP/GOAT MILK YOGHURT,90,GM,90G,CUP
NATIONL LIVESTOCK DEVELOPMENT BOARD,NLDB,NLDB/200G/PLTUB/BUTTER,200,GM,200G,PLTUB
