nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging
64179,NARAH COMPUTER FORMS,TEN,TEN - (NARAH COMPUTER FORMS) - EXERCISE BOOK (A5) 40 PGS - 1 NO,1,NO,1.00 NO,
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
63955,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE FULL CREAM MILK POWDER 400 GM PLPCH + SAVE RS 50,400,GM,400.00 GM,PLPCH
63943,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU (SIDDHALEPA) THAMBILI THEL SUDU HADUN AROODHA SAMAN PICHCHA KOKUM POTHU BABY SOAP 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
51411,HEMAS MARKETING,FEMS,FEMS DRYTEX-WINGS 10 NO,10,NO,10.00 NO,10NO
64172,BESTON PRODUCTS,BESTON,BESTON CHILLI PIECES 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
64173,BESTON PRODUCTS,BESTON,BESTON CURRY POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
53569,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,GODREJ,GODREJ EXPERT NATURAL BLACK 5 MINUTES HAIR COLOUR LIQUID 21 ML PLPCH,21,ML,21.00 ML,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
64166,LINK NATURAL PRODUCT,LINK SUDANTHA,LINK SUDANTHA-SMILE-MEDIUM ADULT TOOTHBRUSH DOUBLE PACK 2 NO + SAVE RS 15,2,NO,2.00 NO,
64168,UNILEVER SRI LANKA LTD,DOVE,DOVE NUTRI SERUM HAIR FALL RESCUE NOURISHING SHAMPOO 80 ML PLBOT + FREE VASELINE HEALTHY BRIGHT IN 2 WEEKS NIACINAMIDE-VITAMIN B3 SERUM IN BODY LOTION 15 ML CDBOX SAMPLE PACK,80,ML,80.00 ML,PLBOT
64170,HELARASA TRADING (PVT)LTD,HELARASA,HELA RASA SPECIAL NOODLES 500 GM PLPCH,500,GM,500.00 GM,PLPCH
64165,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL ROYAL BABY,VENDOL ROYAL BABY ROSE-JASMIN MOISTURISING SOAP (80*3) 240 GM CDBOX + BUY 3 SAVE RS 40,240,GM,240.00 GM,CDBOX
64089,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64171,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM 110 GM CDBOX,110,GM,110.00 GM,CDBOX
63759,HEMAS MARKETING,DIVA FRESH,DIVA FRESH 3 IN 1 GARDENIA & ROSE DETERGENT POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64177,DESHANI ENTERPRISES,SUPIRISIDU,SUPIRISIDU SPEED ACTION SILKY AFTER WASH FABRIC CONDITIONER 100 ML PLBOT,100,ML,100.00 ML,PLBOT
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63959,HIMALI STORES,HIMALI,HIMALI FACTORY FRESH TEA 50 GM PLPCH,50,GM,50.00 GM,PLPCH
54278,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY ALOE VERA & NEEM CHOOTY PACK BABY SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
59504,R.G.M.PRODUCTS,R.G.M,R.G.M CURRY POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
64180,SILVERMILL NATURAL BEVERAGE (PVT) LTD,SILVERMILL COCONUT MILK,SILVERMILL COCONUT MILK 330 ML TPK,330,ML,330.00 ML,TPK
47413,R.G.M.PRODUCTS,R.G.M,R.G.M CHILLI POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
64160,SACHIE BISCUITS (PVT) LTD,SACHIE BUDDY MARIE,SACHIE BUDDY MARI BISCUITS 360 GM PLPCH,360,GM,360.00 GM,PLPCH
64132,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH EXFOLIATING WELLNESS SOAP WITH VENIVEL ALMOND OIL AND COCONUT SHELL POWDER 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64167,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH ANTI MARK & OIL CONTROL FACE CREAM WITH TURMERIC KUMKUMADI TAILAM AND MINT 15 GM CDBOX,15,GM,15.00 GM,CDBOX
64164,HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY GENTLY CLEANS & SOFTENS HAIR BABY SHAMPOO 200 ML PLBOT + FREE BABY CHERAMY BABY SOAP ALMOND OIL-VITAMIN E-MILK 70 GM CDBOX,200,ML,200.00 ML,PLBOT
64090,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH TOTAL ORAL CARE FLUORIDATED TOOTHPASTE WITH CLOVE OIL & DASANAKANTHI CHOORNAM 30 GM CDBOX,30,GM,30.00 GM,CDBOX
64012,CIC HOLDINGS (PVT) LTD,PEADIA SURE,CIC PEDIA SURE GOLD CLASSIC VANILLA FLAVOUR NUTRITIONAL SUPPLEMENT FOR CHILDREN 1-10 YEARS 380 GM TIN,380,GM,380.00 GM,TIN
53569,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,GODREJ,GODREJ EXPERT NATURAL BLACK 5 MINUTES HAIR COLOUR LIQUID 21 ML PLPCH,21,ML,21.00 ML,PLPCH
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
48507,WEERASINGHE TEA,THALAWAKELE TEA,THALAWAKELE TEA 100 GM PLPCH,100,GM,100.00 GM,PLPCH
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
47514,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE INTENSIVE CARE (USL) DERMA CARE ADVANCED REPAIR LIGHTLY SCENTED WITH BARRIER REPAIR COMPLEX 100 ML PLBOT,100,ML,100.00 ML,PLBOT
39660,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE INTENSIVE CARE (USL) DEEP RESTORE 100 ML,100,ML,100.00 ML,PLBOT
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63944,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY SOAP WITH COCONUT MILK AND ALOEVERA 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
64178,SAMMANA STATIONER (PVT) LTD,SAMMANEE,SAMMANEE - B5 BOOK 200 PGS - 1 NO,1,NO,1.00 NO,
14634,CHAMILA MILK PRODUCT,CS DAIRY ORANGE,CS DAIRY ORANGE FLAVOURED DRINK-PLCUP 200 ML,200,ML,200.00 ML,PLCUP
64174,HIMALI STORES,HIMALI,HIMALI PEPPER POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63959,HIMALI STORES,HIMALI,HIMALI FACTORY FRESH TEA 50 GM PLPCH,50,GM,50.00 GM,PLPCH
64040,HIMALI STORES,HIMALI,HIMALI CHILLI POWDER 50 GM PLPCH,50,GM,50.00 GM,PLPCH
64038,HIMALI STORES,HIMALI,HIMALI ROSTED CURRY POWDER 50 GM PLPCH,50,GM,50.00 GM,PLPCH
63960,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES RUBY RED SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64169,DARLEY BUTLER,COW & GATE NEXT STEP 4,COW & GATE NEXT STEP 4 3-6 YEARS 400 GM TIN + SAVE RS 600,400,GM,400.00 GM,TIN
64081,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH GLOWING RADIANCE SOAP WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64082,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH PURIFYING WELLNESS SOAP WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64009,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY FLORAL - KOHOMBA WITH RATHMAL AND ROSE WATER BABY COLOGNE 30 ML CDBOX,30,ML,30.00 ML,CDBOX
64132,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH EXFOLIATING WELLNESS SOAP WITH VENIVEL ALMOND OIL AND COCONUT SHELL POWDER 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64036,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES PRETTY PINK SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63960,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES RUBY RED SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
64108,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,CINTHOL,GODREJ CINTHOL (GODREJ) LIME REFRESHING DEO SOAP (100*2) 200 GM CDBOX + BUY 2 SAVE RS 70,200,GM,200.00 GM,CDBOX
63973,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK STUNNING BLACK SHINE-GO SHINE-WITH AMLA OIL PEARL PROTEIN & VITAMIN E ACTIVE MIX SHAMPOO 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN SOAP 75 GM EWRPK,80,ML,80.00 ML,PLBOT
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
51411,HEMAS MARKETING,FEMS,FEMS DRYTEX-WINGS 10 NO,10,NO,10.00 NO,10NO
51694,UNILEVER SRI LANKA LTD,CLOSE UP,CLOSE UP RED HOT TRIPLE FRESH FORMULA 120 GM CDBOX,120,GM,120.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64163,GEORGE STEUARTS TEA,STEUARTS,STEUARTS TEA - CATERING PACK 100 TEA BAGS 200 GM PLPCH,200,GM,200.00 GM,PLPCH
64057,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 125 GM CDBOX,125,GM,125.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64162,KINGS WAY PRODUCTS,KINGS WAY,KINGS WAY LONG COOL PEPPERMINT (8 GM) 1 NO,1,NO,1.00 NO,
51863,NATURE'S BEAUTY CREATIONS LTD,NATURES SECRETS,NATURES SECRETS BRIGHTENING CARE ENRICHED WITH COCOA BUTTER + PAPAYA & VITAMIN B3 BODY LOTION 100 ML PLBOT,100,ML,100.00 ML,PLBOT
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
64160,SACHIE BISCUITS (PVT) LTD,SACHIE BUDDY MARIE,SACHIE BUDDY MARI BISCUITS 360 GM PLPCH,360,GM,360.00 GM,PLPCH
63595,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT LEMON LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220,GM,220.00 GM,EWRPK
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64006,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT DARK KNIGHT POCKET PERFUME EAU DE TOILETTE 18.5 ML PLBOT,18,ML,18.50 ML,PLBOT
64007,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT FRESH EXTREME POCKET PERFUME EAU DE TOILETTE 18.5 ML PLBOT,18,ML,18.50 ML,PLBOT
64018,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK DAMAGE RESTORE SHAMPOO WITH KING COCONUT OIL KERATIN PROTEIN & VITAMIN C ACTIV-MIX 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75 GM EWRPK,80,ML,80.00 ML,PLBOT
64161,RAIGAM MARKETING SERVICE,RAIGAM SOYA,RAIGAM CHICKEN FLAVOURED DARAPORANU SOYA 40 GM PLPCH,40,GM,40.00 GM,PLPCH
63973,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK STUNNING BLACK SHINE-GO SHINE-WITH AMLA OIL PEARL PROTEIN & VITAMIN E ACTIVE MIX SHAMPOO 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN SOAP 75 GM EWRPK,80,ML,80.00 ML,PLBOT
14615,PEPSICO INTERNATIONAL,OLE CREAM SODA,OLE CREAM SODA-PET 400 ML,400,ML,400.00 ML,PET
21129,CEYLON COLD STORES,EH KUFI,ELEPHANT HOUSE KULFI FLAVOURED WHITE CHOCO COATED ICE CREAM 50 ML PLPCH,50,ML,50.00 ML,PLPCH
51411,HEMAS MARKETING,FEMS,FEMS DRYTEX-WINGS 10 NO,10,NO,10.00 NO,10NO
64131,MALIBAN MILK PRODUCT (PVT) LTD,MELKO,MALIBAN MELKO FULL CREAM MILK POWDER 50 GM PLPCH,50,GM,50.00 GM,PLPCH
64155,EMA FOOD PRODUCTS,EMA,EMA ROASTED CURRY POWDER 250 GM PLPCH,250,GM,250.00 GM,PLPCH
64156,EMA FOOD PRODUCTS,EMA,EMA CURRY POWDER 250 GM PLPCH,250,GM,250.00 GM,PLPCH
64157,EMA FOOD PRODUCTS,EMA,EMA TURMERIC POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
64134,UNILEVER SRI LANKA LTD,LUX,LUX BRIGHT GLOW ROSE & VIT C + E (70*2) 140 GM EWRPK + FREE LUX SOFT GLOW JASMINE & VITAMIN E 7 BEAUTY INGREDIANTS 70 GM EWRPK (210 GM) (BUY 2 GET 1 FREE),210,GM,140.00 GM,EWRPK
64158,COLOMBO COMMODITIES,MIRICH,MIRICH CHILLI POWDER 500 GM PLPCH,500,GM,500.00 GM,PLPCH
14627,TSPL TECHNOLOGIES (PVT) LTD,REAL,REAL BOTTLED DRINKING WATER 1500 ML PLBOT,1500,ML,1500.00 ML,PLBOT
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
64133,RECKITT BENCKISER (LANKA) LTD,DETTOL,DETTOL PROSKIN SKIN CARE (70*3) 210 GM EWRPK + BUY 2 GET 1 FREE,210,GM,210.00 GM,EWRPK
64138,ICL MARKETING,SAFE + GUARD,SAFE + GUARD MINT BREEZE SOAP (70*2) 140 GM + SAFE + GUARD MANDARIN TOUCH SOAP (70*2) 140 GM 4 IN 1 SMART PACK (280 GM) CDBOX + SAVE RS 50 + FREE SAFE + GUARD MANDARIN TOUCH SOAP 70 GM EWRPK,350,GM,280.00 GM,CDBOX
38415,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY 200 ML PLBOT ALOE VERA & NEEM SOOTHES & MOISTURIZES BBY CRM,200,ML,200.00 ML,PLBOT
64153,ICL MARKETING,COLGATE,COLGATE (ICL) MAX FRESH COOLING CRYSTALS-SPICY FRESH RED GEL 70 GM + FREE 11 GM (81 GM) CDBOX,81,GM,81.00 GM,CDBOX
47310,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,NATURES SECRETS PANDA BABY COLOGNE FLORAL 100 ML,100,ML,100.00 ML,
14633,REAL COOL BEVARAGES,REAL COOL PINEAPPLE,REAL COOL PINEAPPLE ARTIFICIAL FLAVOUR DRINK- PLCUP 185 ML,185,ML,185.00 ML,PLCUP
64058,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU (SIDDHALEPA) KING COCONUT OIL - LOTHSUBULU - ALOEVERA 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
63943,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU (SIDDHALEPA) THAMBILI THEL SUDU HADUN AROODHA SAMAN PICHCHA KOKUM POTHU BABY SOAP 70 GM CDBOX + SAVE RS 15,70,GM,70.00 GM,CDBOX
64149,LELAN MARKETING,SHINE MAX CLOREX,SHINE MAX CLOREX 60 ML PLBOT,60,ML,60.00 ML,PLBOT
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
64150,ZEENATH FANCY,HP,HP - GOCCHI - EAU DE TOILETE NATURAL SPRAY VAPORISATEUR 22 ML CDBOX,22,ML,22.00 ML,CDBOX
63331,RAIGAM MARKETING SERVICE,RAIGAM SOYA,RAIGAM ELU MAS (MUTTON) KARIYA SOYA MEAT 90 GM PLPCH,90,GM,90.00 GM,PLPCH
64036,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES PRETTY PINK SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
63953,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25,GM,25.00 GM,PLPCH
63960,HEMAS MARKETING,GOYA,GOYA (HEMAS) ROSES RUBY RED SOAP 70 GM CDBOX,70,GM,70.00 GM,CDBOX
64112,HEMAS MARKETING,DIVA,DIVA LEMON LAUNDRY DETERGENT SOAP (100*2) 200 GM EWRPK + SAVE RS 30,200,GM,200.00 GM,EWRPK
14628,TSPL TECHNOLOGIES (PVT) LTD,REAL,REAL BOTTLED DRINKING WATER 1000 ML PLBOT,1000,ML,1000.00 ML,PLBOT
63961,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA LEMONGRASS SOAP 67 GM EWRPK,67,GM,67.00 GM,EWRPK
64159,WASK ENTERPRISES,SIYANRO,SIYANRO MEAT CURRY POWDER MIXTURE 50 GM PLPCH,50,GM,50.00 GM,PLPCH
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
64152,CEYLON AGRO INDUSTRIES,PRIMA STELLA,PRIMA STELLA CHICKEN INSTANT NOODLES (74*4) 296 GM PLPCH + FREE STORAGE BOX,296,GM,296.00 GM,PLPCH
64175,SIYATHA PRODUCTS,SIYATHA,SIYATHA TURMERIC POWDER 1000 GM PLPCH,1000,GM,1000.00 GM,PLPCH
64132,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH EXFOLIATING WELLNESS SOAP WITH VENIVEL ALMOND OIL AND COCONUT SHELL POWDER 70 GM CDBOX,70,GM,70.00 GM,CDBOX
37076,UNILEVER SRI LANKA LTD,RIN,RIN REFRESH SCENT OF LEMON & ROSE DETERGENT POWDER 200 GM,200,GM,200.00 GM,PLPCH
64144,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 300 GM CDBOX + SAVE RS 75,300,GM,300.00 GM,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
64151,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY HERBAL - KOHOMBA AND SANDALWOOD BABY COLOGNE 100 ML CDBOX + SAVE RS 50,100,ML,100.00 ML,CDBOX
64092,CEYLON BISCUITS LIMITED,MUNCHEE CRUNCHEE CAROLS,MUNCHEE CAROL COOKIES 85 GM PLPCH,85,GM,85.00 GM,PLPCH
48507,WEERASINGHE TEA,THALAWAKELE TEA,THALAWAKELE TEA 100 GM PLPCH,100,GM,100.00 GM,PLPCH
64142,HEMAMALI FARM,AT PRODUCTS,AT PRODUCTS LOW FAT DRINKING YOGHURT 200 ML PLBOT,200,ML,200.00 ML,PLBOT
56462,CEYLON BISCUITS LIMITED,MUNCHEE KALO,MUNCHEE KALO CHOCOLATE CREAM 140 GM PLPCH,140,GM,140.00 GM,PLPCH
64143,JA BEAUTY CARE (PVT) LTD,GOLDEN TOUCH,GOLDEN TOUCH ELITE FACE GOLD ANTI WRINKLE CREAM - SHEA BUTTER RETINOLE COCONUT OIL 60 GM CDBOX (JA BEAUTY),60,GM,60.00 GM,CDBOX
64145,JA BEAUTY CARE (PVT) LTD,GOLDEN TOUCH,GOLDEN TOUCH ELITE FACE GOLD DAY CREAM - TEA TREE BLUEBERRY (SPF 40) 60 GM CDBOX (JA BEAUTY),60,GM,60.00 GM,CDBOX
63970,UTN TRADING,ENCHANTEUR,ENCHANTEUR CHARMING VISIBLY RADIANT SKIN VITAMIN A-C-E & NIACINAMIDE PERFUMED BODY LOTION 100 ML PLBOT,100,ML,100.00 ML,PLBOT
64130,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAMAMA,ENFAMAMA (HEMAS) A+ CHOCOLATE FLAVOUR NUTRITIONAL SUPPLEMENT 400 GM TIN + FREE PHOTO FRAME,400,GM,400.00 GM,TIN
63964,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE - SOFT TOOTHBRUSH 1 NO,1,NO,1.00 NO,
64135,EMAMI LANKA (PVT) LTD,EMAMI,EMAMI - 7 OILS IN ONE DOUBLE CONDITIONING SHAMPOO WITH NOURISHING 7 OILS PURIFYING ALOE VERA 100 ML PLBOT,100,ML,100.00 ML,PLBOT
64034,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAMAMA,ENFAMAMA (HEMAS) A+ VANILLA FLAVOUR NUTRITIONAL SUPPLEMENT 400 GM TIN + SAVE RS 500,400,GM,400.00 GM,TIN
48185,EMAMI INDO LANKA PVT LTD,EMAMI GOLD,EMAMI GOLD TURMERIC SKIN CREAM 30 ML CDBOX (EMAMI INDO LANKA),30,ML,30.00 ML,CDBOX
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63971,UTN TRADING,ENCHANTEUR,ENCHANTEUR ROMANTIC VISIBLY RADIANT SKIN VITAMIN A-C-E & NIACINAMIDE PERFUMED BODY LOTION 100 ML PLBOT,100,ML,100.00 ML,PLBOT
64146,JA BEAUTY CARE (PVT) LTD,GOLDEN TOUCH,GOLDEN TOUCH ELITE FACE GOLD NIGHT CREAM - VIT C & ORANGE 60 GM CDBOX (JA BEAUTY),60,GM,60.00 GM,CDBOX
51838,ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON LONG & STRONG CONDITIONER ENRICHED WITH HERBAL EXTRACTS 180 ML PLBOT,180,ML,180.00 ML,PLBOT
64148,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 4,ENFAGROW (HEMAS) A+ PRO STAGE 4 VANILLA FOR 3 YEAR & ABOVE 400 GM TIN-NUTRITIONAL SUPPLEMENT + SAVE RS 300,400,GM,400.00 GM,TIN
51722,ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON LONG & STRONG CONDITIONER ENRICHED WITH HERBAL EXTRACTS 80 ML PLBOT,80,ML,80.00 ML,PLBOT
64136,EMAMI LANKA (PVT) LTD,EMAMI,EMAMI - 7 OILS IN ONE DOUBLE CONDITIONING SHAMPOO WITH NOURISHING 7 OILS ELIXIR BLACKSEED 100 ML PLBOT,100,ML,100.00 ML,PLBOT
64176,SOORIYA GRINDING MILLS,SOORIYA,SOORIYA CURRY POWDER 50 GM PLPCH,50,GM,50.00 GM,PLPCH
14630,SACHINI ENTERPRISES,MILANO MANGO,MILANO MANGO DRINK-PLCUP 190 ML,190,ML,190.00 ML,PLCUP
14631,SACHINI ENTERPRISES,MILANO AMLA,MILANO AMLA DRINK-PLCUP 190 ML,190,ML,190.00 ML,PLCUP
63993,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400,GM,400.00 GM,CDBOX
63929,DELMAR LANKA PVT LTD,CALIN,CALIN KOHOMBA SOAP WITH NEEM AND TURMERIC EXTRACT 70 GM CDBOX,70,GM,70.00 GM,CDBOX
